,Unnamed: 0,province_zipCode,city_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
4410,4410,460000,469026,168,0,106,5,7,0,3,0
48429,48429,610000,610700,101,0,0,0,13,0,0,0
20936,20936,440000,441400,1261,0,334,2,14,0,7,0
40503,40503,440000,441500,895,0,42,0,5,0,0,0
23253,23253,640000,640500,64,0,24,0,3,0,2,0
4858,4858,230000,231100,480,0,217,12,14,0,9,0
13656,13656,310000,310118,333,0,177,1,5,0,5,0
35573,35573,520000,520600,81,0,6,1,6,0,2,0
20859,20859,130000,130300,283,0,72,3,9,0,2,0
45210,45210,320000,321000,271,0,7,0,14,0,0,0
53227,53227,420000,420200,2714,0,50,100,53,0,0,1
6877,6877,220000,220300,91,0,47,1,15,0,8,1
20748,20748,120000,120112,120,0,21,3,1,0,0,0
55,55,430000,430100,1017,0,804,4,242,0,164,2
16109,16109,230000,230400,457,0,80,11,5,0,2,0
25127,25127,140000,140900,124,0,32,0,7,0,0,0
38262,38262,500000,500243,400,0,15,2,2,0,0,0
14283,14283,500000,500112,552,0,225,5,16,0,7,0
18057,18057,460000,469006,162,0,39,4,13,0,3,0
41207,41207,120000,120111,69,0,2,1,3,0,0,0
449,449,430000,433100,1017,0,802,4,8,0,8,0
54609,54609,370000,370100,63,0,0,0,7,0,0,0
39154,39154,310000,-1,254,0,25,1,88,0,8,1
42221,42221,420000,421200,16678,0,522,479,384,0,2,0
51889,51889,210000,210500,39,0,1,0,2,0,0,0
47227,47227,210000,210900,64,0,1,0,2,0,0,0
36479,36479,460000,469027,115,0,8,2,1,0,0,0
37072,37072,420000,420800,22112,0,817,618,553,0,21,17
53534,53534,420000,420900,2714,0,47,100,173,0,0,1
46704,46704,110000,110106,183,0,9,1,16,0,0,0
49657,49657,310000,400000,135,0,9,1,1,0,0,0
25318,25318,530000,532800,154,0,21,0,15,0,2,0
13449,13449,210000,210100,121,0,46,1,28,0,19,0
51630,51630,310000,400000,101,0,11,1,5,0,5,0
9964,9964,410000,411700,1265,0,616,19,139,0,87,0
10201,10201,140000,140300,131,0,70,0,4,0,2,0
45489,45489,430000,433100,463,0,16,0,6,0,1,0
18952,18952,440000,440700,1294,0,405,2,22,0,3,0
1820,1820,610000,0,245,0,187,1,1,0,1,0
43736,43736,500000,0,337,0,9,2,1,0,0,0
26131,26131,410000,410700,1105,0,215,7,48,0,7,1
29375,29375,500000,500152,468,0,51,2,13,0,0,0
31391,31391,340000,341500,779,0,66,1,54,0,2,0
19009,19009,610000,0,232,0,54,0,0,0,2,0
10977,10977,230000,230700,470,0,120,12,1,0,0,0
46412,46412,210000,210900,64,0,1,0,2,0,0,0
57424,57424,440000,441800,53,0,2,0,1,0,0,0
51028,51028,310000,400000,112,0,5,1,8,0,0,0
8880,8880,230000,230200,479,0,141,12,43,0,16,1
17559,17559,220000,222400,89,0,28,1,5,0,2,0
13830,13830,530000,530800,172,0,51,0,4,0,1,0
27821,27821,360000,360800,771,0,105,1,18,0,2,0
26140,26140,410000,411200,1105,0,215,7,7,0,3,0
26522,26522,440000,445200,1177,0,208,1,8,0,3,0
19844,19844,440000,445200,1261,0,348,2,8,0,4,0
42429,42429,440000,440400,813,0,30,0,64,0,1,0
17502,17502,530000,0,169,0,42,0,13,0,6,0
57680,57680,520000,520100,3,0,0,0,1,0,0,0
5880,5880,330000,0,1205,0,729,1,36,0,0,0
24759,24759,440000,441400,1219,0,266,1,13,0,4,0
27044,27044,410000,0,1105,0,209,7,0,0,8,2
43607,43607,370000,371500,270,0,7,0,10,0,0,0
2344,2344,510000,510900,529,0,288,3,17,0,10,0
6196,6196,150000,150600,75,0,23,0,11,0,7,0
1997,1997,340000,341700,989,0,727,6,17,0,13,0
1552,1552,440000,440200,1347,0,844,7,10,0,7,0
29451,29451,420000,422800,29631,0,1795,871,187,0,24,0
23116,23116,410000,419001,1169,0,262,10,4,0,0,0
40646,40646,230000,231200,190,0,7,2,24,0,0,2
1401,1401,150000,150800,75,0,36,0,8,0,6,0
20322,20322,370000,370100,523,0,124,2,47,0,11,0
45629,45629,330000,330100,661,0,31,0,110,0,2,0
41443,41443,460000,469006,80,0,5,1,11,0,0,0
55778,55778,460000,460400,19,0,0,0,3,0,0,0
37203,37203,440000,441600,1018,0,69,1,2,0,0,0
41312,41312,320000,320700,341,0,13,0,20,0,1,0
18027,18027,370000,371600,532,0,156,2,14,0,9,0
27150,27150,120000,120102,100,0,8,2,11,0,1,1
5042,5042,520000,520300,146,0,91,2,32,0,18,0
38279,38279,440000,441800,970,0,57,0,10,0,2,0
2966,2966,340000,341000,989,0,708,6,9,0,6,0
41643,41643,360000,360600,476,0,20,0,9,0,0,0
25927,25927,440000,441900,1177,0,212,1,62,0,7,0
36570,36570,340000,340800,665,0,47,0,66,0,3,0
53881,53881,460000,469006,33,0,0,1,7,0,0,0
25870,25870,620000,622900,86,0,24,2,3,0,2,0
39228,39228,110000,0,274,0,24,1,0,0,20,1
20226,20226,440000,441900,1261,0,343,2,73,0,7,0
34657,34657,360000,361100,698,0,55,0,92,0,5,0
27145,27145,110000,110118,342,0,48,3,6,0,0,0
45271,45271,450000,450900,127,0,2,0,8,0,0,0
7897,7897,420000,420700,62662,0,11873,2144,1343,0,375,39
31004,31004,370000,371400,435,0,56,1,30,0,4,0
55555,55555,440000,442000,51,0,2,0,2,0,0,0
12431,12431,410000,411700,1257,0,522,19,139,0,79,0
41251,41251,120000,120102,69,0,2,0,10,0,0,0
9173,9173,350000,350400,293,0,126,1,14,0,5,0
11382,11382,420000,422800,61682,0,9225,1921,249,0,96,3
48690,48690,340000,341500,237,0,3,0,13,0,1,0
18432,18432,640000,640200,70,0,33,0,1,0,1,0
46875,46875,440000,441300,604,0,14,0,23,0,1,0
46657,46657,410000,410400,493,0,4,2,14,0,0,0
54126,54126,360000,361000,48,0,1,0,7,0,0,0
10813,10813,320000,320800,631,0,318,0,66,0,32,0
44552,44552,440000,441900,725,0,15,0,31,0,0,0
48816,48816,210000,211100,60,0,1,0,7,0,0,0
23655,23655,330000,330400,1131,0,321,0,42,0,6,0
8019,8019,410000,410200,1267,0,724,19,26,0,15,0
21375,21375,650000,650100,63,0,6,1,21,0,2,0
48584,48584,420000,421100,7153,0,166,249,726,0,6,14
48699,48699,340000,340100,237,0,3,0,59,0,1,0
52993,52993,110000,400000,91,0,4,1,2,0,0,0
35315,35315,500000,-1,415,0,28,2,14,0,0,0
31885,31885,410000,411000,1033,0,131,6,31,0,2,0
4947,4947,350000,350100,293,0,170,1,71,0,53,1
55884,55884,350000,350100,18,20,0,0,6,0,0,0
27304,27304,120000,120111,100,0,8,1,4,0,0,0
52941,52941,360000,360900,109,0,3,0,14,0,0,0
49759,49759,460000,469023,51,0,1,1,2,0,0,1
40394,40394,450000,450900,150,0,12,0,8,0,0,0
1389,1389,320000,320600,631,0,478,0,40,0,35,0
28363,28363,410000,410300,1073,0,181,6,27,0,2,0
44453,44453,110000,110106,212,0,9,1,17,0,0,0
19294,19294,440000,445200,1294,0,386,2,8,0,4,0
51180,51180,110000,400000,114,0,4,1,21,0,0,0
27832,27832,430000,430400,879,0,208,1,45,0,16,0
50575,50575,500000,500111,206,0,1,0,4,0,0,0
46800,46800,430000,430900,463,0,8,0,27,0,0,0
25605,25605,510000,510100,436,0,85,1,125,0,41,1
31167,31167,410000,410700,1033,0,136,6,44,0,6,0
28562,28562,310000,310112,295,0,48,1,15,0,2,0
45540,45540,440000,440900,632,0,15,0,3,0,0,0
47012,47012,370000,371300,206,0,4,0,23,0,0,0
22592,22592,530000,0,156,0,27,0,7,0,3,0
4943,4943,450000,451000,249,0,106,2,3,0,2,0
17685,17685,420000,420900,54406,0,4817,1457,3114,0,313,62
14087,14087,510000,511900,508,0,163,3,24,0,3,0
39551,39551,440000,441700,944,0,49,0,13,0,0,0
10037,10037,420000,420900,62031,0,10338,2029,3329,0,673,89
10381,10381,330000,330200,1175,0,609,0,156,0,91,0
29509,29509,460000,469002,131,0,19,3,6,0,0,0
27274,27274,360000,360400,804,0,127,1,101,0,13,0
37849,37849,500000,500108,400,0,24,2,8,0,0,0
4186,4186,640000,0,71,0,57,0,1,0,1,0
24974,24974,120000,120113,110,0,10,2,5,0,0,0
7408,7408,120000,120115,133,0,62,3,57,0,17,2
46773,46773,120000,0,45,0,0,0,4,0,0,0
53211,53211,370000,371600,95,0,0,0,4,0,0,0
52267,52267,310000,-1,80,0,5,1,40,0,3,0
35079,35079,410000,410700,914,0,80,3,41,0,4,0
52239,52239,370000,371000,121,0,1,0,11,0,0,0
31022,31022,370000,370300,435,0,51,1,16,0,1,0
284,284,460000,460400,168,0,131,5,15,0,12,1
8867,8867,450000,450300,246,0,95,2,31,0,15,0
21622,21622,220000,220800,84,0,24,1,1,0,0,0
55667,55667,210000,210200,18,0,0,0,4,0,0,0
21406,21406,210000,210100,117,0,22,1,28,0,7,0
175,175,420000,420900,65596,0,23253,2641,3516,0,1622,113
30983,30983,510000,510600,386,0,60,1,16,0,0,0
27609,27609,620000,620800,86,0,21,2,8,0,0,0
11397,11397,420000,429006,61682,0,9236,1921,486,0,73,11
5260,5260,410000,411000,1271,0,868,19,39,0,26,0
39988,39988,410000,411500,764,0,47,2,138,0,6,0
8650,8650,370000,370300,748,0,270,4,29,0,6,0
32726,32726,430000,430400,803,0,143,1,43,0,11,0
53681,53681,360000,360500,72,0,2,0,3,0,0,0
4085,4085,150000,150300,75,0,31,0,2,0,1,0
39978,39978,140000,140800,81,0,5,0,17,0,1,0
1802,1802,310000,310101,336,0,272,3,6,0,4,0
49193,49193,420000,429006,5806,0,136,204,67,0,0,6
23771,23771,510000,513300,436,0,92,1,36,0,3,0
54786,54786,420000,420600,1423,0,44,76,8,0,0,0
28687,28687,410000,410600,1073,0,179,6,17,0,3,0
50518,50518,620000,620700,29,0,0,0,2,0,0,0
17565,17565,650000,650100,71,0,11,1,23,0,3,0
51318,51318,220000,220100,14,0,1,0,4,0,1,0
42176,42176,500000,500107,366,0,9,2,19,0,0,1
18168,18168,370000,371500,532,0,155,2,38,0,10,0
46019,46019,110000,0,191,0,9,1,0,0,5,1
34034,34034,340000,340700,733,0,55,0,23,0,7,0
55583,55583,430000,430100,43,0,0,0,8,0,0,0
47770,47770,440000,441700,535,0,11,0,10,0,0,0
16901,16901,500000,500236,547,0,187,5,20,0,6,0
21924,21924,210000,210100,116,0,22,1,28,0,7,0
46812,46812,220000,220381,22,0,7,0,1,0,3,0
55480,55480,330000,330900,62,0,1,0,2,0,0,0
17063,17063,350000,350500,287,0,79,0,46,0,13,0
36901,36901,460000,469024,114,0,9,2,5,0,0,0
26579,26579,440000,440300,1177,0,198,1,375,0,56,0
57375,57375,500000,500231,27,0,0,0,1,0,0,0
47179,47179,530000,532901,91,0,2,0,6,0,1,0
30458,30458,140000,140800,115,0,22,0,18,0,4,0
10198,10198,140000,140600,131,0,70,0,8,0,3,0
7828,7828,430000,431100,1011,0,660,4,43,0,35,0
30029,30029,500000,500111,450,0,50,2,11,0,0,0
13327,13327,500000,500240,553,0,235,5,14,0,8,0
8202,8202,430000,430100,1011,0,657,4,242,0,125,2
17113,17113,330000,331000,1167,0,441,0,146,0,63,0
3858,3858,610000,610500,245,0,164,1,15,0,7,0
2415,2415,450000,451200,252,0,134,2,28,0,5,1
49086,49086,210000,211300,60,0,1,0,6,0,0,0
42838,42838,370000,370300,275,0,9,0,12,0,0,0
55303,55303,410000,411700,83,0,0,1,7,0,0,0
23636,23636,410000,411600,1135,0,246,8,66,0,20,0
28523,28523,310000,310101,299,0,48,1,5,0,1,0
25142,25142,440000,440100,1219,0,254,1,323,0,49,0
49455,49455,500000,500155,211,0,1,0,2,0,0,0
35607,35607,330000,330800,1006,0,116,0,15,0,3,0
12449,12449,610000,610900,240,0,89,0,25,0,10,0
15169,15169,500000,500241,552,0,210,5,1,0,1,0
1214,1214,370000,371100,756,0,374,6,16,0,11,0
21760,21760,500000,500155,525,0,116,3,4,0,2,0
46321,46321,310000,310118,182,0,10,1,2,0,0,0
15136,15136,500000,500231,552,0,210,5,20,0,6,0
25248,25248,320000,320700,543,0,106,0,39,0,5,0
48798,48798,510000,510300,207,0,3,1,9,0,0,0
14799,14799,510000,511500,495,0,151,3,11,0,6,0
19664,19664,460000,469007,159,0,39,4,3,0,1,0
45325,45325,120000,120105,48,0,1,0,9,0,0,0
27845,27845,410000,410400,1073,0,191,6,52,0,12,1
55445,55445,650000,654000,4,0,0,0,1,0,0,0
42191,42191,500000,500120,366,0,9,2,8,0,0,0
56451,56451,440000,441300,78,0,2,0,5,0,0,0
35711,35711,530000,532301,136,0,13,0,4,0,0,0
42671,42671,440000,441400,813,0,27,0,9,0,0,0
3183,3183,410000,0,1271,0,989,19,0,0,48,4
42173,42173,500000,500241,366,0,9,2,1,0,1,0
5182,5182,430000,430800,1016,0,714,4,5,0,5,0
30964,30964,420000,420200,27100,23638,1454,780,760,0,61,2
22375,22375,460000,469024,157,0,34,4,6,0,2,0
33525,33525,320000,320900,439,0,46,0,17,0,3,0
47531,47531,500000,500117,247,0,3,1,8,0,0,0
55988,55988,370000,371300,21,0,0,0,3,0,0,0
6827,6827,230000,230600,479,0,199,12,26,0,8,1
34594,34594,410000,411400,981,0,97,4,76,0,5,0
40595,40595,510000,510900,301,0,24,1,5,0,1,0
26978,26978,120000,120116,102,0,8,2,3,0,0,0
27380,27380,440000,445200,1177,0,181,1,8,0,1,0
57020,57020,440000,441200,53,0,2,0,1,0,0,0
51231,51231,610000,610100,63,0,0,0,22,0,0,0
22522,22522,430000,431100,968,0,330,2,43,0,18,0
49271,49271,310000,310118,135,0,9,1,2,0,0,0
34532,34532,120000,120112,81,0,2,1,1,0,0,0
48553,48553,370000,370600,202,0,2,0,20,0,0,0
27128,27128,120000,120113,102,0,8,2,3,0,0,0
28351,28351,500000,0,473,0,61,2,1,0,0,0
45897,45897,460000,469002,64,0,2,1,6,0,0,0
30763,30763,500000,500115,450,0,51,2,15,0,3,0
28332,28332,500000,500237,473,0,61,2,9,0,4,0
13205,13205,460000,469024,163,0,67,4,6,0,4,0
9715,9715,430000,430300,1010,0,612,4,35,0,17,0
21302,21302,500000,500105,529,0,128,4,25,0,2,0
23370,23370,320000,321100,570,0,131,0,12,0,2,0
49945,49945,530000,530500,80,0,0,0,6,0,0,0
37789,37789,610000,0,173,0,9,0,1,0,0,0
38070,38070,460000,469027,106,0,8,1,1,0,0,0
45665,45665,430000,430600,463,0,15,0,53,0,0,0
7252,7252,120000,120114,135,0,62,3,2,0,1,0
9375,9375,350000,350500,293,0,121,1,46,0,14,0
8191,8191,340000,340800,988,0,539,6,83,0,55,0
35384,35384,430000,430100,772,0,112,0,190,0,18,0
32669,32669,410000,411700,981,0,106,4,113,0,5,0
29492,29492,370000,370800,444,0,62,1,39,0,8,0
50500,50500,460000,400000,49,0,1,1,1,0,0,0
23026,23026,130000,130900,265,0,56,3,42,0,12,2
13037,13037,510000,513400,508,0,168,3,13,0,5,0
24073,24073,410000,411300,1135,0,246,8,138,0,36,2
11205,11205,420000,429006,61682,0,9237,1921,486,0,73,11
45034,45034,460000,469027,70,0,4,1,1,0,0,0
1681,1681,370000,370800,756,0,358,6,258,0,35,0
22093,22093,120000,120114,117,0,21,3,1,0,0,0
13136,13136,230000,232700,464,0,101,11,2,0,1,0
17073,17073,440000,440600,1316,0,444,2,84,0,23,0
48978,48978,500000,500229,238,0,1,0,1,0,0,0
37554,37554,460000,460200,106,0,8,2,30,0,6,0
52028,52028,140000,400000,27,0,1,0,1,0,0,0
22971,22971,430000,430300,968,0,314,2,32,0,12,0
20418,20418,510000,511100,463,0,109,1,3,0,2,0
30852,30852,500000,500237,446,0,48,2,8,0,4,0
41482,41482,440000,445100,870,0,32,0,4,0,0,0
39088,39088,340000,341200,591,0,23,0,95,0,3,0
53861,53861,530000,530700,26,0,0,0,5,0,0,0
10475,10475,340000,341500,987,0,424,6,69,0,30,0
21263,21263,130000,131000,283,0,69,3,29,0,12,0
6633,6633,140000,140300,132,0,79,0,4,0,2,0
46191,46191,370000,370300,230,0,5,0,12,0,0,0
6635,6635,140000,141100,132,0,79,0,6,0,6,0
23501,23501,420000,420900,48206,0,3441,1310,2874,0,207,49
26834,26834,310000,310104,303,0,52,1,16,0,1,0
41193,41193,120000,120104,69,0,2,1,3,0,0,0
19848,19848,410000,411500,1184,0,350,11,243,0,60,0
19561,19561,500000,500112,537,0,152,5,15,0,5,0
43820,43820,340000,340400,408,0,14,0,7,0,0,0
11959,11959,510000,512000,514,0,185,3,3,0,2,0
14715,14715,510000,512000,495,0,153,3,3,0,2,0
17169,17169,230000,230100,445,0,73,11,182,0,30,3
52694,52694,510000,510500,108,0,0,0,5,0,0,0
47554,47554,440000,440300,535,0,12,0,170,0,5,0
14482,14482,410000,410300,1246,0,507,16,31,0,11,0
31264,31264,340000,340300,779,0,68,1,115,0,1,1
49500,49500,370000,370600,184,0,2,0,18,0,0,0
53729,53729,440000,441700,151,0,4,0,8,0,0,0
50542,50542,310000,400000,128,0,5,1,2,0,0,0
18875,18875,340000,340600,950,0,213,6,26,0,6,0
45790,45790,140000,140800,56,0,1,0,10,0,1,0
18001,18001,320000,320500,604,0,182,0,86,0,26,0
37233,37233,650000,511902,39,0,0,0,1,0,0,0
33680,33680,420000,420500,24953,0,1124,699,633,0,24,8
4609,4609,330000,330600,1205,0,760,1,42,0,28,0
24294,24294,430000,430800,946,0,291,2,5,0,3,0
19872,19872,370000,370800,523,0,136,2,46,0,15,0
42336,42336,410000,410700,675,2,27,2,33,0,0,0
46404,46404,210000,210200,64,0,1,0,10,0,1,0
21863,21863,610000,611000,229,0,46,0,7,0,1,0
43019,43019,210000,211100,77,0,1,0,8,0,0,0
17978,17978,330000,331000,1162,0,428,0,145,0,60,0
45936,45936,120000,120101,48,0,1,0,4,0,0,0
48558,48558,370000,370800,202,0,2,0,10,0,0,0
29674,29674,500000,500104,450,0,50,2,7,0,1,0
33045,33045,440000,441400,1095,0,113,1,13,0,4,0
14169,14169,450000,450700,242,0,58,2,8,0,1,0
26509,26509,440000,440400,1177,0,208,1,86,0,4,0
25188,25188,370000,371700,497,0,83,1,18,0,6,0
13822,13822,530000,530600,172,0,51,0,25,0,2,0
8786,8786,510000,510400,525,0,222,3,16,0,11,0
17372,17372,500000,500106,544,0,184,5,8,0,0,0
55096,55096,370000,371500,46,0,0,0,1,0,0,0
36291,36291,410000,410100,914,0,70,3,112,0,13,0
37803,37803,500000,500240,400,0,24,2,12,0,0,0
13723,13723,370000,371000,543,0,195,2,38,0,9,0
17963,17963,410000,410400,1212,0,390,13,58,0,19,1
30469,30469,220000,220300,78,0,12,1,12,0,0,1
53249,53249,110000,-1,80,0,2,1,11,0,0,0
15147,15147,500000,500240,552,0,210,5,14,0,7,0
44743,44743,310000,310120,203,0,10,1,5,0,0,0
54952,54952,120000,120104,14,0,0,0,1,0,0,0
44111,44111,530000,533100,114,0,5,0,4,0,0,0
35208,35208,500000,0,415,0,31,2,1,0,0,0
19670,19670,330000,330200,1155,0,403,0,153,0,46,0
35767,35767,500000,500111,415,0,25,2,9,0,0,0
20516,20516,370000,371300,519,0,121,2,47,0,17,0
31370,31370,340000,340100,779,0,66,1,136,0,11,0
21801,21801,510000,511000,451,0,102,1,21,0,3,0
2374,2374,130000,130300,311,0,248,6,10,0,8,1
52233,52233,230000,231000,37,0,0,1,1,0,0,0
39971,39971,210000,211300,89,0,4,0,6,0,0,0
15722,15722,410000,410100,1246,0,480,16,151,0,72,0
82,82,610000,610100,245,0,195,1,120,0,95,1
53716,53716,440000,441200,151,0,4,0,4,0,0,0
54101,54101,640000,640400,7,0,0,0,1,0,0,0
12165,12165,360000,0,934,0,362,1,1,0,0,0
8974,8974,530000,0,174,0,79,2,13,0,10,0
1814,1814,610000,611000,245,0,187,1,7,0,5,0
3761,3761,510000,513200,527,0,269,3,1,0,1,0
29391,29391,500000,500113,468,0,51,2,3,0,1,0
49939,49939,210000,210800,48,0,1,0,1,0,0,0
54027,54027,420000,421300,1423,0,45,76,52,0,0,0
19554,19554,500000,500152,537,0,152,5,17,0,2,0
52216,52216,210000,211000,38,0,0,0,1,0,0,0
12637,12637,330000,330700,1172,0,535,0,55,0,30,0
7545,7545,350000,350500,293,0,150,1,46,0,17,0
52764,52764,310000,400000,80,0,4,1,1,0,0,0
17302,17302,430000,430700,1004,0,449,3,79,0,28,0
36447,36447,310000,310151,277,166,30,1,2,0,0,0
37575,37575,460000,0,106,0,8,2,6,0,0,0
38967,38967,420000,0,19665,0,651,549,0,0,18,0
18276,18276,500000,500115,538,0,166,5,18,0,8,0
57372,57372,500000,500101,27,0,0,0,2,0,0,0
3371,3371,230000,230400,480,0,232,12,5,0,4,0
17528,17528,210000,210300,120,0,35,1,4,0,0,0
27414,27414,310000,310113,302,0,48,1,20,0,0,0
51319,51319,220000,400000,14,0,1,0,3,0,0,0
56127,56127,500000,500118,57,0,0,0,3,0,0,0
40530,40530,330000,330800,895,0,68,0,15,0,2,0
20669,20669,320000,320700,593,0,146,0,45,0,10,0
39740,39740,450000,450300,168,0,13,0,26,0,4,0
8694,8694,210000,210600,121,0,61,1,7,0,5,0
31815,31815,640000,640400,45,0,13,0,2,0,2,0
52782,52782,410000,410900,206,0,1,2,1,0,0,0
43836,43836,410000,410800,566,0,16,2,8,0,0,0
33292,33292,440000,441400,1095,0,105,1,13,0,4,0
8977,8977,530000,0,174,0,79,2,2,0,0,0
3743,3743,510000,511700,527,0,269,3,41,0,15,0
43758,43758,420000,420200,13522,0,386,414,405,0,8,2
48929,48929,500000,500102,238,0,1,0,1,0,0,0
41440,41440,460000,469005,80,0,5,1,1,0,0,0
33395,33395,530000,530500,138,0,16,0,9,0,0,0
51658,51658,420000,420100,4586,0,90,162,2261,0,55,129
6643,6643,220000,220200,91,0,51,1,5,0,5,0
2796,2796,370000,371100,756,0,349,6,16,0,11,0
36438,36438,310000,310117,277,166,30,1,10,0,0,0
47357,47357,440000,442000,535,0,13,0,18,0,0,0
16997,16997,320000,321000,617,0,209,0,22,0,8,0
56293,56293,410000,411600,32,0,0,0,4,0,0,0
3220,3220,440000,440900,1347,0,805,7,14,0,7,0
21765,21765,500000,500229,525,0,116,3,2,0,2,0
17991,17991,430000,430500,1001,0,417,2,100,0,59,1
55170,55170,110000,400000,54,0,2,0,13,0,0,0
24883,24883,370000,371300,497,0,91,2,45,0,10,0
19021,19021,440000,441900,1294,0,392,2,81,0,7,1
41820,41820,410000,410700,764,0,41,2,39,0,0,0
31848,31848,460000,469007,128,0,15,2,3,0,0,0
18553,18553,340000,340200,950,0,216,6,31,0,11,0
35436,35436,330000,331100,1006,0,123,0,16,0,3,0
26729,26729,210000,210500,108,0,16,0,3,0,0,0
50556,50556,500000,500101,206,0,1,0,28,0,0,0
13755,13755,420000,420200,59989,0,7885,1789,985,0,238,20
15816,15816,410000,410900,1246,0,470,16,17,0,2,0
11351,11351,420000,420100,61682,0,9224,1921,44412,0,4969,1497
11467,11467,320000,320400,631,0,304,0,51,0,27,0
22447,22447,330000,330500,1145,0,359,0,10,0,4,0
27438,27438,510000,510600,417,0,82,1,16,0,0,0
12330,12330,130000,130400,306,0,136,4,31,0,12,0
10323,10323,610000,610800,245,0,106,1,3,0,1,0
57617,57617,330000,330200,27,0,0,0,5,0,0,0
55278,55278,440000,440400,98,0,2,0,10,0,0,0
14327,14327,410000,410700,1246,0,509,16,57,0,21,2
27777,27777,450000,451000,210,0,24,1,3,0,0,0
23678,23678,340000,341600,889,0,127,4,97,0,12,0
10803,10803,410000,411100,1262,0,573,19,34,0,14,0
48552,48552,370000,370200,202,0,2,0,21,0,1,0
25195,25195,310000,310106,306,0,57,1,16,0,3,0
50316,50316,330000,330100,537,0,9,0,85,0,0,0
8094,8094,420000,420600,62662,0,11808,2144,1170,0,343,24
16200,16200,500000,500116,551,0,207,5,4,0,2,0
50087,50087,440000,440500,393,0,10,0,12,0,0,0
8646,8646,370000,370200,748,0,270,4,59,0,31,1
14051,14051,330000,330200,1172,0,514,0,156,0,68,0
34203,34203,440000,441300,1075,0,98,1,41,0,1,0
36999,36999,420000,429005,22112,0,817,618,74,0,0,1
47485,47485,440000,440400,535,0,12,0,38,0,1,0
20612,20612,140000,140300,126,0,38,0,4,0,0,0
43296,43296,310000,310115,208,0,12,1,40,0,0,0
8703,8703,610000,610300,245,0,117,1,13,0,10,0
44631,44631,500000,500230,312,0,7,2,5,0,1,0
25191,25191,310000,-1,306,0,57,1,99,0,26,1
51638,51638,310000,400000,101,0,11,1,2,0,0,0
2097,2097,150000,150500,75,0,35,0,7,0,1,0
6431,6431,440000,441900,1339,0,724,5,93,0,31,1
22311,22311,340000,341600,910,0,162,5,100,0,16,0
9245,9245,440000,441200,1332,0,642,5,18,0,8,1
49360,49360,440000,440800,436,0,10,0,11,0,1,0
45341,45341,520000,522700,46,0,2,0,5,0,0,0
46365,46365,430000,430100,463,0,8,0,112,0,2,0
44319,44319,340000,341500,408,0,11,0,20,0,1,0
53418,53418,130000,130400,33,0,0,1,4,0,0,0
54188,54188,150000,400000,11,0,0,0,1,0,0,0
46783,46783,330000,330100,661,0,23,1,110,0,2,0
40870,40870,440000,441200,895,0,37,0,11,0,1,0
43750,43750,530000,532601,117,0,5,0,1,0,0,0
14314,14314,140000,140400,130,0,53,0,8,0,1,0
15294,15294,410000,410200,1246,0,485,16,26,0,8,0
4876,4876,500000,500235,573,0,328,6,25,0,19,0
16469,16469,210000,211100,121,0,40,1,11,0,0,0
22066,22066,430000,430600,968,0,339,2,148,0,42,1
27355,27355,450000,0,215,0,30,1,0,0,6,0
32115,32115,220000,220200,78,0,5,1,5,0,2,0
7691,7691,620000,620300,91,0,76,2,1,0,1,0
33212,33212,440000,441600,1095,0,113,1,3,0,0,0
6740,6740,440000,440400,1339,0,723,5,98,0,52,1
40269,40269,210000,211200,88,0,4,0,3,0,0,0
44812,44812,310000,310113,203,0,10,1,10,0,0,0
39210,39210,110000,110109,274,0,24,1,3,0,0,0
13948,13948,110000,110115,387,0,122,4,39,0,2,0
30592,30592,440000,445200,1131,0,128,1,7,0,1,0
24980,24980,120000,120116,110,0,10,2,3,0,0,0
11053,11053,440000,440900,1331,0,606,5,14,0,6,0
1054,1054,370000,370700,756,0,377,6,44,0,24,0
40635,40635,230000,230200,190,0,7,2,20,0,0,0
17912,17912,410000,410300,1212,0,390,13,31,0,9,0
5746,5746,420000,420300,64084,0,15303,2346,667,0,267,2
6647,6647,460000,460100,168,0,98,4,39,0,20,0
23,23,330000,331000,1205,0,932,1,146,0,103,0
54333,54333,500000,500154,110,0,0,0,7,0,0,0
42432,42432,440000,442000,813,0,30,0,31,0,3,0
40178,40178,340000,340800,530,0,23,0,56,0,3,0
55517,55517,370000,370200,39,0,0,0,6,0,0,0
9350,9350,410000,410800,1265,0,630,19,32,0,9,1
7527,7527,410000,410900,1270,0,802,19,17,0,7,0
11910,11910,430000,431000,1008,0,546,4,39,0,27,0
29954,29954,430000,430800,838,0,178,1,5,0,2,0
38000,38000,410000,411100,851,0,56,2,26,0,1,0
2799,2799,370000,371700,756,0,349,6,18,0,17,0
33800,33800,420000,420800,24953,0,1123,699,588,0,36,18
41188,41188,120000,120101,69,0,2,1,6,0,0,0
38464,38464,420000,429004,19665,0,671,549,265,0,0,5
48528,48528,500000,500120,238,0,1,1,8,0,0,0
29813,29813,500000,500120,450,0,51,2,8,0,0,0
48670,48670,340000,340300,237,0,3,0,16,0,0,0
6112,6112,500000,500240,573,0,328,6,15,0,11,0
17343,17343,230000,230500,445,0,72,11,49,0,1,2
36200,36200,210000,210500,95,0,6,0,3,0,0,0
